"start_house_number","end_house_number","odd_even_both","start_apartment_number","end_apartment_number","non_house_address_address_direction","non_house_address_street_name","non_house_address_house_number_prefix","non_house_address_city","non_house_address_street_suffix","non_house_address_state","non_house_address_street_direction","non_house_address_house_number_suffix","non_house_address_zip","non_house_address_apartment","non_house_address_house_number","precinct_id","precinct_split_id","id"
"120","606","Both","","","","Kiser","","Tazewell","Rd","VA","","","24651","","","90030","100168","2004728"
"120","811","Both","","","","Evas","","Pounding Mill","Walk","VA","","","24637","","","90000","100082","2004729"
"1200","1200","Even","","","","CRYSTAL","","ARLINGTON","DR","VA","","","22202","","","90019","100130","2004730"
"1200","1200","Even","","","","Fort Myer","","Arlington","Dr","VA","","","22209","","","90053","100019","2004731"
"1200","1200","Even","","","","HERNDON","","ARLINGTON","ST","VA","N","","22201","","","90011","100120","2004732"
"1200","1200","Even","","","","Queen","","Arlington","St","VA","N","","22209","","","90053","100019","2004733"
"1200","1201","Both","","","","Nash","","Arlington","St","VA","N","","22209","","","90053","100019","2004734"
"1200","1203","Both","","","","BANTON","","MCLEAN","CIR","VA","","","22101","","","90009","100081","2004735"
"1200","1204","Even","","","","Oak","","Arlington","St","VA","N","","22209","","","90053","100019","2004736"
"1200","1210","Both","","","","FARRAGUT","","RADFORD","DR","VA","","","24141","","","90029","100115","2004737"
"1200","1210","Both","","","","MILTON","","RADFORD","LN","VA","","","24141","","","90137","100071","2004738"
"1200","1211","Both","","","","CORBIN","","MCLEAN","CT","VA","","","22101","","","90009","100081","2004739"
"1200","1217","Both","","","","HERCULES","","RADFORD","ST","VA","","","24141","","","90029","100115","2004740"
"1200","1225","Both","","","","Pierce","","Arlington","St","VA","N","","22209","","","90053","100019","2004741"
"1200","1229","Both","","","","TAR HEEL","","VIRGINIA BEACH","CT","VA","","","23464","","","90091","100028","2004742"
"1200","1231","Both","","","","MOTTROM","","MCLEAN","DR","VA","","","22101","","","90009","100081","2004743"
"1200","1237","Both","","","","BACK HOLLOW","","SALTVILLE","RD","VA","","","24370","","","90047","100035","2004744"
"1200","1267","Both","","","","SANDERS","","SALTVILLE","LN","VA","","","24370","","","90047","100127","2004745"
"1200","1298","Even","","","","CLOVERLEAF","","NORFOLK","ST","VA","","","23502","","","90017","100169","2004746"
"1200","1298","Even","","","","DEWBERRY","","NORFOLK","LN","VA","","","23502","","","90017","100169","2004747"
"1200","1298","Even","","","","LAKE TAYLOR","","NORFOLK","DR","VA","","","23502","","","90017","100169","2004748"
"1200","1298","Even","","","","LANDAU","","NORFOLK","CT","VA","","","23502","","","90017","100169","2004749"
"1200","1298","Even","","","","LANDAU","","NORFOLK","LN","VA","","","23502","","","90017","100169","2004750"
"1200","1298","Even","","","","TYPO","","NORFOLK","AVE","VA","","","23502","","","90122","100018","2004751"
"1200","1298","Even","","","","WHALEY","","NORFOLK","AVE","VA","","","23502","","","90017","100169","2004752"
"1200","1299","Both","","","","BOUSH","","NORFOLK","WAY","VA","","","23502","","","90017","100169","2004753"
"1200","1299","Both","","","","COLGIN","","VIRGINIA BEACH","DR","VA","","","23455","","","90097","100162","2004754"
"1200","1299","Both","","","","EDENHAM","","VIRGINIA BEACH","CT","VA","","","23464","","","90091","100028","2004755"
"1200","1299","Both","","","","GUNSMITH","","Virginia Beach","CT","VA","","","23464","","","90091","100028","2004756"
"1200","1299","Both","","","","Minion Brief","","Virginia Beach","","VA","","","23455","","","90097","100162","2004757"
"1200","1299","Both","","","","OWL","","Virginia Beach","CT","VA","","","23464","","","90091","100028","2004758"
"1200","1299","Both","","","","ROBERTS","","NORFOLK","RD","VA","","","23504","","","90035","100164","2004759"
"1200","1299","Both","","","","STANDARD","","NORFOLK","ST","VA","","","23504","","","90035","100164","2004760"
"1200","1300","Both","","","","CAVERN","","Allisonia","LN","VA","","","24347","","","90135","100124","2004761"
"1200","1320","Both","","","SE","MCCHESNEY","","NORTON","ST","VA","","","24273","","","90015","100058","2004762"
"1200","1399","Both","","","","CASS","","NORFOLK","ST","VA","","","23523","","","90045","100153","2004763"
"1200","1399","Both","","","","CHILD CARE","","NORFOLK","CT","VA","","","23502","","","90017","100169","2004764"
"1200","1399","Both","","","","GLYNDON","","VIRGINIA BEACH","DR","VA","","","23464","","","90091","100028","2004765"
"1200","1414","Both","","","","SPRING","","RADFORD","ST","VA","","","24141","","","90137","100071","2004766"
"1200","1450","Both","","","SW","CHAPMAN","","NORTON","ST","VA","","","24273","","","90015","100058","2004767"
"1200","1499","Both","","","","RIVER OAKS","","NORFOLK","DR","VA","","","23502","","","90050","100163","2004768"
"1200","1615","Both","","","","JOHNSON","","ARLINGTON","ST","VA","N","","22201","","","90011","100120","2004769"
"1200","1799","Both","","","","HIBIE","","NORFOLK","ST","VA","","","23523","","","90045","100153","2004770"
"1200","1842","Both","","","","HARTFORD","","ARLINGTON","ST","VA","N","","22201","","","90011","100120","2004771"
"1200","2611","Both","","","","ABINGDON","","ARLINGTON","ST","VA","N","","22207","","","90082","100052","2004772"
"1200","2671","Both","","","","6th","","Richlands","ST","VA","","","24641","","","90027","100135","2004773"
"1201","1201","Odd","","","","Williams Park","","Richlands","RD","VA","","","24641","","","90027","100135","2004774"
"1201","1217","Odd","","","","BROCKMAN","","VIRGINIA BEACH","AVE","VA","","","23464","","","90032","100078","2004775"
"1201","1299","Odd","","","","CLOVERLEAF","","NORFOLK","ST","VA","","","23502","","","90017","100169","2004776"
"1201","1299","Odd","","","","DEWBERRY","","NORFOLK","LN","VA","","","23502","","","90017","100169","2004777"
"1201","1299","Odd","","","","DYER","","VIRGINIA BEACH","PL","VA","","","23464","","","90032","100078","2004778"
"1201","1299","Odd","","","","LAKE TAYLOR","","NORFOLK","DR","VA","","","23502","","","90017","100169","2004779"
"1201","1299","Odd","","","","LANDAU","","NORFOLK","CT","VA","","","23502","","","90017","100169","2004780"
"1201","1299","Odd","","","","LANDAU","","NORFOLK","LN","VA","","","23502","","","90017","100169","2004781"
"1201","1299","Odd","","","","TYPO","","NORFOLK","AVE","VA","","","23502","","","90122","100018","2004782"
"1201","1299","Odd","","","","WHALEY","","NORFOLK","AVE","VA","","","23502","","","90017","100169","2004783"
"1201","2000","Both","","","","IRON","","RICHLANDS","ST","VA","","","24641","","","90027","100135","2004784"
"1201","2501","Both","","","","4th","","Richlands","ST","VA","","","24641","","","90027","100135","2004785"
"1201","4415","Both","","","","Stoney Ridge","","Bandy","RD","VA","","","24602","","","90048","100084","2004786"
"1202","1210","Even","","","","VAIL","","PULASKI","PL","VA","","","24301","","","90139","100101","2004787"
"1202","2611","Both","","","","3rd","","Richlands","ST","VA","","","24641","","","90027","100135","2004788"
"1204","1205","Both","","","","Godfrey","","Norfolk","Ave","VA","","","23504","","","90035","100164","2004789"
"1206","1509","Both","","","","4th Avenue","","Farmville","EXT","VA","","","23901","","","90132","100038","2004790"
"1208","1210","Both","","","","Godfrey","","Norfolk","Ave","VA","","","23504","","","90035","100164","2004791"
"1208","1215","Both","","","","FREDRICK","","Pulaski","AVE","VA","","","24301","","","90139","100101","2004792"
"1208","1362","Both","","","","LOTTIER","","PULASKI","ST","VA","","","24301","","","90018","100072","2004793"
"1209","1209","Odd","","","","Fort Myer","","Arlington","Dr","VA","","","22209","","","90053","100019","2004794"
"121","121","Odd","","","","Willow","","Bluefield","Ln","VA","","","24605","","","90138","100060","2004795"
"121","128","Both","","","","IMPERIAL","","POUNDING MILL","DR","VA","","","24637","","","90120","100122","2004796"
"121","138","Both","","","","Keystone","","Appalachia","RD","VA","","","24216","","","90061","100150","2004797"
"121","143","Both","","","","Ridgewood","","Tazewell","Ln","VA","","","24651","","","90041","100055","2004798"
"121","151","Both","","","","Memory","","Tazewell","LN","VA","","","24651","","","90041","100055","2004799"
"121","158","Both","","","","Barbershop","","N Tazewell","Ln","VA","","","24630","","","90031","100107","2004800"
"121","164","Both","","","","Stratford","","N Tazewell","LN","VA","","","24630","","","90070","100117","2004801"
"121","166","Both","","","","Tiptop","","Pounding Mill","St","VA","","","24637","","","90013","100111","2004802"
"121","168","Both","","","","Evergreen","","N Tazewell","Dr","VA","","","24630","","","90138","100060","2004803"
"121","168","Both","","","","Lampert","","Tazewell","LN","VA","","","24651","","","90080","100086","2004804"
"121","170","Both","","","","Shrader","","N Tazewell","Ln","VA","","","24630","","","90126","100036","2004805"
"121","170","Both","","","","Silver Fox","","N Tazewell","Dr","VA","","","24630","","","90031","100107","2004806"
"121","180","Both","","","","Landcrest","","Cedar Bluff","LN","VA","","","24609","","","90013","100111","2004807"
"121","187","Both","","","","Ripley","","Cedar Bluff","Dr","VA","","","24609","","","90108","100011","2004808"
"121","192","Both","","","","Ravine","","Pounding Mill","ST","VA","","","24637","","","90120","100122","2004809"
"121","195","Both","","","","CHERRY","","CEDAR BLUFF","LN","VA","","","24609","","","90120","100122","2004810"
"121","197","Both","","","","Hawthorn","","N Tazewell","St","VA","","","24630","","","90126","100036","2004811"
"121","201","Both","","","","Venice","","N Tazewell","LN","VA","","","24630","","","90138","100060","2004812"
"121","220","Both","","","","Ratliff","","Bluefield","St","VA","","","24605","","","90077","100070","2004813"
"121","225","Both","","","","Burgess","","Bluefield","Dr","VA","","","24605","","","90138","100060","2004814"
"121","227","Both","","","","Webb","","Cedar Bluff","St","VA","","","24609","","","90108","100011","2004815"
"121","238","Both","","","","SAWMILL HOLLOW","","POCAHONTAS","RD","VA","E","","24635","","","90084","100119","2004816"
"121","254","Both","","","","BURNING BUSH","","RAVEN","RD","VA","","","24639","","","90118","100128","2004817"
"121","275","Both","","","","Wilson","","Bluefield","ST","VA","","","24605","","","90026","100027","2004818"
"121","288","Both","","","","QUARRY","","POUNDING MILL","RD","VA","","","24637","","","90013","100111","2004819"
"121","291","Both","","","","Pearl","","Bluefield","St","VA","","","24605","","","90138","100060","2004820"
"121","293","Both","","","","Trace","","Falls Mills","Dr","VA","","","24613","","","90117","100160","2004821"
"121","316","Both","","","","ALEX","","Cedar Bluff","AVE","VA","","","24609","","","90120","100122","2004822"
"121","320","Both","","","","Chambers","","Pounding Mill","St","VA","","","24637","","","90000","100082","2004823"
"121","363","Both","","","","Mapleleaf","","Bluefield","Dr","VA","","","24605","","","90138","100060","2004824"
"121","375","Both","","","","SADDLEBACK","","SALTVILLE","RD","VA","","","24370","","","90047","100035","2004825"
"121","468","Both","","","","Dial Rock","","N Tazewell","RD","VA","","","24630","","","90041","100116","2004826"
"121","521","Both","","","","Clinchview","","N Tazewell","ST","VA","","","24630","","","90041","100116","2004827"
"121","570","Both","","","","Vickey","","Richlands","Dr","VA","","","24641","","","90027","100135","2004828"
"121","606","Both","","","","Wardell Industrial Park","","Cedar Bluff","RD","VA","","","24609","","","90000","100082","2004829"
"121","615","Both","","","","Summitt","","Pounding Mill","ST","VA","","","24637","","","90120","100122","2004830"
"1210","1210","Even","","","","Highland","","Arlington","St","VA","N","","22201","","","90011","100120","2004831"
"1210","1210","Even","","","","Quinn","","Arlington","St","VA","N","","22209","","","90053","100019","2004832"
"1210","1225","Both","","","","Sunset","","Richlands","Dr","VA","","","24641","","","90027","100135","2004833"
"12100","12111","Both","","","","Potter Town","","Pound","RD","VA","","","24279","","","90078","100110","2004834"
"12100","12123","Both","","","","Flint Hill","","Pound","RD","VA","","","24279","","","90078","100042","2004835"
"12108","12645","Both","","","","Orby Cantrell","","Pound","HWY","VA","","","24279","","","90078","100042","2004836"
"1211","1241","Odd","","","","Nash","","Arlington","ST","VA","N","","22209","","","90053","100019","2004837"
"12112","12589","Both","","","","Potter Town","","Pound","RD","VA","","","24279","","","90078","100042","2004838"
"1212","3131","Both","","","","CARTERTON","","Lebanon","RD","VA","","","24266","","","90141","100029","2004839"
"1213","1214","Both","","","","Godfrey","","Norfolk","Ave","VA","","","23504","","","90035","100164","2004840"
"12145","14145","Odd","","","","Governor G C Peery","","Pounding Mill","HWY","VA","","","24637","","","90120","100122","2004841"
"1215","1215","Odd","","","","Fort Myer","","Arlington","Dr","VA","","","22209","","","90053","100019","2004842"
"1215","1215","Odd","","","","Quinn","","Arlington","ST","VA","N","","22209","","","90053","100019","2004843"
"1216","1217","Both","","","","Godfrey","","Norfolk","Ave","VA","","","23504","","","90035","100164","2004844"
"1216","1228","Even","","","","Lead","","Norfolk","St","VA","","","23504","","","90035","100164","2004845"
"1216","3084","Both","","","","OLD HIGHWAY 19","","Cedar Bluff","","VA","","","24609","","","90038","100054","2004846"
"1219","1220","Both","","","","Quinn","","Arlington","ST","VA","N","","22209","","","90053","100019","2004847"
"122","142","Both","","","","Titan","","Bluefield","St","VA","","","24605","","","90138","100060","2004848"
"122","144","Both","","","","MACHINE SHOP","","CEDAR BLUFF","RD","VA","","","24609","","","90108","100011","2004849"
"122","150","Both","","","","BARROW","","Bluefield","AVE","VA","","","24605","","","90026","100027","2004850"
"122","174","Both","","","","Lloyd","","Cedar Bluff","RD","VA","","","24609","","","90000","100082","2004851"
"122","174","Both","","","","Lloyd","","Cedar Bluff","St","VA","","","24609","","","90000","100082","2004852"
"122","175","Both","","","","Riley","","Bandy","RD","VA","","","24602","","","90052","100159","2004853"
"122","190","Both","","","","Old Andys","","Tazewell","Dr","VA","","","24651","","","90030","100168","2004854"
"122","195","Both","","","","Russell","","Cedar Bluff","St","VA","","","24609","","","90000","100082","2004855"
"122","263","Both","","","","Riverside","","Richlands","DR","VA","","","24641","","","90027","100135","2004856"
"122","412","Both","","","","Adventure","","N Tazewell","Rd","VA","","","24630","","","90138","100060","2004857"
"122","486","Both","","","","SCENIC","","RAVEN","RD","VA","","","24639","","","90118","100128","2004858"
"122","486","Both","","","","Schoolhouse","","Cedar Bluff","RD","VA","","","24609","","","90120","100122","2004859"
"122","520","Both","","","","Angles Hollow","","N Tazewell","RD","VA","","","24630","","","90138","100060","2004860"
"122","608","Both","","","","EAGLECREST","","RAVEN","RD","VA","","","24639","","","90118","100128","2004861"
"1220","1220","Even","","","","Queen","","Arlington","ST","VA","N","","22209","","","90053","100019","2004862"
"1220","1224","Even","","","","Godfrey","","Norfolk","Ave","VA","","","23504","","","90035","100164","2004863"
"1220","1224","Even","","","","Meade","","Arlington","St","VA","N","","22209","","","90053","100019","2004864"
"1220","1236","Even","","","","EVERGREEN","","PULASKI","PL","VA","","","24301","","","90139","100101","2004865"
"12200","12299","Both","","","","Gary Powers","","Pound","RD","VA","","","24279","","","90078","100042","2004866"
"1221","1229","Odd","","","","Quinn","","Arlington","St","VA","N","","22209","","","90053","100019","2004867"
"1224","1236","Even","","","","LOWERY","","NORFOLK","CT","VA","","","23502","","","90017","100169","2004868"
"12249","12299","Both","","","","Little","","Pound","RD","VA","","","24279","","","90078","100042","2004869"
"1225","1237","Odd","","","","LOWERY","","NORFOLK","CT","VA","","","23502","","","90017","100169","2004870"
"1225","1240","Both","","","","COLLINS","","PULASKI","DR","VA","","","24301","","","90139","100101","2004871"
"12252","14004","Even","","","","Governor G C Peery","","Pounding Mill","HWY","VA","","","24637","","","90013","100111","2004872"
"1226","4103","Both","","","","CINDY FORK","","GRUNDY","RD","VA","","","24614","","","90115","100053","2004873"
"1228","1230","Even","","","","Godfrey","","Norfolk","Ave","VA","","","23504","","","90035","100164","2004874"
"1228","3091","Both","","","","CINDY FORK","","GRUNDY","RD","VA","","","24614","","","90028","100068","2004875"
"123","123","Odd","","","","Highland","","Cedar Bluff","DR","VA","","","24609","","","90120","100113","2004876"
"123","123","Odd","","","","Limestone","","Pounding Mill","Rd","VA","","","24637","","","90120","100122","2004877"
"123","126","Both","","","","ST CLAIR","","POCAHONTAS","ST","VA","E","","24635","","","90084","100119","2004878"
"123","153","Both","","","","ARCHIE","","CEDAR BLUFF","ST","VA","","","24609","","","90120","100122","2004879"
"123","160","Both","","","","Fleet","","North Tazewell","DR","VA","","","24630","","","90031","100107","2004880"
"123","170","Both","","","","Saxony","","N Tazewell","Ln","VA","","","24630","","","90126","100036","2004881"
"123","177","Both","","","","White Pine","","N Tazewell","Rd","VA","","","24630","","","90070","100117","2004882"
"123","189","Both","","","","Rec Park","","Richlands","Rd","VA","","","24641","","","90027","100135","2004883"
"123","225","Both","","","","CAPE","","RAVEN","RD","VA","","","24639","","","90118","100128","2004884"
"123","234","Both","","","","BACK ALLEY","","BANDY","DR","VA","","","24602","","","90052","100159","2004885"
"123","234","Both","","","","Shannon","","Cedar Bluff","HTS","VA","","","24609","","","90120","100113","2004886"
"123","234","Both","","","","Shannon","","Richlands","HTS","VA","","","24641","","","90120","100113","2004887"
"123","245","Both","","","","RAILROAD","","POCAHONTAS","AVE","VA","W","","24635","","","90084","100119","2004888"
"123","251","Both","","","","Peachtree","","Tazewell","St","VA","","","24651","","","90030","100168","2004889"
"123","288","Both","","","","SUN VALLEY","","Cedar Bluff","ST","VA","","","24609","","","90000","100082","2004890"
"123","289","Both","","","","Derrick","","Bluefield","St","VA","","","24605","","","90062","100099","2004891"
"123","293","Both","","","","MCGUIRE","","CEDAR BLUFF","LN","VA","","","24609","","","90120","100113","2004892"
"123","296","Both","","","","Dead Oak","","N Tazewell","St","VA","","","24630","","","90031","100107","2004893"
"123","349","Both","","","","Zip","","Jewell Ridge","LN","VA","","","24622","","","90133","100024","2004894"
"123","400","Both","","","","Mandy","","Richlands","Mtn","VA","","","24641","","","90027","100135","2004895"
"123","610","Both","","","","Schoolhouse","","N Tazewell","Rd","VA","","","24630","","","90138","100060","2004896"
"123","643","Both","","","","Pruett Hollow","","Tazewell","RD","VA","","","24651","","","90016","100045","2004897"
"123","670","Both","","","","Vivian","","Bandy","LN","VA","","","24602","","","90031","100107","2004898"
"123","815","Both","","","","ADDISON","","CEDAR BLUFF","RD","VA","","","24609","","","90120","100122","2004899"
"1230","1230","Even","","","","Queen","","Arlington","St","VA","N","","22209","","","90053","100019","2004900"
"1230","1250","Both","","","","Quinn","","Arlington","ST","VA","N","","22209","","","90053","100019","2004901"
"1230","1260","Both","","","NW","CHURCH","","NORTON","ST","VA","","","24273","","","90015","100058","2004902"
"12300","12349","Both","","","","Deerfield","","Pound","DR","VA","","","24279","","","90078","100042","2004903"
"1231","1231","Odd","","","","Godfrey","","Norfolk","Ave","VA","","","23504","","","90035","100164","2004904"
"12320","12401","Both","","","","Rough Ridge","","Pound","RD","VA","","","24279","","","90078","100042","2004905"
"1234","1236","Both","","","","Godfrey","","Norfolk","Ave","VA","","","23504","","","90035","100164","2004906"
"1235","1235","Odd","","","","Smith Ridge","","Jewell Ridge","Rd","VA","","","24622","","","90133","100024","2004907"
"1237","1237","Odd","","","","IRVING","","ARLINGTON","ST","VA","N","","22201","","","90011","100120","2004908"
"1237","1439","Both","","","","KENTUCKY","","RICHLANDS","AVE","VA","","","24641","","","90027","100135","2004909"
"1239","1239","Odd","","","","Pierce","","Arlington","ST","VA","N","","22209","","","90053","100019","2004910"
"1239","1240","Both","","","","Godfrey","","Norfolk","Ave","VA","","","23504","","","90035","100164","2004911"
"1239","1571","Both","","","","Lick Branch","","Cedar Bluff","Rd","VA","","","24609","","","90031","100107","2004912"
"124","125","Both","","","","Primrose","","Jewell Ridge","LN","VA","","","24622","","","90133","100024","2004913"
"124","136","Both","","","","BRUSSELS","","CEDAR BLUFF","ST","VA","","","24609","","","90120","100122","2004914"
"124","140","Both","","","","England","","N Tazewell","Cir","VA","","","24630","","","90138","100060","2004915"
"124","141","Both","","","","WEST","","DUBLIN","AVE","VA","","","24084","","","90004","100057","2004916"
"124","144","Both","","","","CAMEO","","RAVEN","RD","VA","","","24639","","","90118","100128","2004917"
"124","146","Both","","","","BIRCH","","BLUEFIELD","ST","VA","","","24605","","","90084","100125","2004918"
"124","162","Both","","","","SHORTRIDGE","","RAVEN","LN","VA","","","24639","","","90118","100128","2004919"
"124","163","Both","","","","WILLIAMS","","CEDAR BLUFF","RD","VA","","","24609","","","90120","100113","2004920"
"124","183","Both","","","","Celestial","","Richlands","LN","VA","","","24641","","","90027","100135","2004921"
"124","192","Both","","","","Longview","","Cedar Bluff","Dr","VA","","","24609","","","90031","100107","2004922"
"124","200","Both","","","","Axle","","N Tazewell","ST","VA","","","24630","","","90070","100117","2004923"
"124","201","Both","","","","Henry","","Richlands","ST","VA","","","24641","","","90027","100135","2004924"
"124","206","Both","","","","Baldwin","","Cedar Bluff","AVE","VA","","","24609","","","90108","100011","2004925"
"124","232","Both","","","","Ferndale","","Cedar Bluff","St","VA","","","24609","","","90108","100011","2004926"
"124","238","Both","","","","EAGLE","","FALLS MILLS","DR","VA","","","24613","","","90117","100160","2004927"
"124","243","Both","","","","Mundytown","","N Tazewell","Rd","VA","","","24630","","","90031","100107","2004928"
"124","250","Both","","","","Patton","","N Tazewell","Rd","VA","","","24630","","","90070","100117","2004929"
"124","274","Both","","","","Combs","","Tazewell","Ct","VA","","","24651","","","90041","100116","2004930"
"124","460","Both","","","","LARAMIE","","RICHLANDS","RD","VA","","","24641","","","90027","100135","2004931"
"124","517","Both","","","","COAL CREEK","","RAVEN","RD","VA","","","24639","","","90118","100128","2004932"
"124","720","Both","","","","Industrial Park","","Bluefield","RD","VA","","","24605","","","90026","100027","2004933"
"1240","1250","Even","","","","LOVELAND","","PULASKI","PL","VA","","","24301","","","90139","100101","2004934"
"12400","12513","Both","","","","Sunnydale Farm","","Pound","RD","VA","","","24279","","","90078","100042","2004935"
"1242","1244","Both","","","","Godfrey","","Norfolk","Ave","VA","","","23504","","","90035","100164","2004936"
"12440","12491","Both","","","","Haddonfield","","Pound","RD","VA","","","24279","","","90078","100042","2004937"
"1245","1245","Odd","","","","Pierce","","Arlington","ST","VA","N","","22209","","","90053","100019","2004938"
"12467","12598","Both","","","","Cottonwood","","Pound","RD","VA","","","24279","","","90078","100042","2004939"
"1247","1248","Both","","","","Godfrey","","Norfolk","Ave","VA","","","23504","","","90035","100164","2004940"
"125","1094","Both","","","","Laurelwood Acres","","Cedar Bluff","RD","VA","","","24609","","","90000","100082","2004941"
"125","125","Both","","","","MULBERRY","","PULASKI","LN","VA","","","24301","","","90018","100072","2004942"
"125","141","Both","","","","BUCKEYE","","CEDAR BLUFF","ST","VA","","","24609","","","90027","100135","2004943"
"125","145","Both","","","","Meadowbrook","","Pounding Mill","Ln","VA","","","24637","","","90013","100111","2004944"
"125","150","Both","","","","Spratt","","Richlands","RD","VA","","","24641","","","90027","100135","2004945"
"125","151","Both","","","","Alpine","","Raven","Ln","VA","","","24639","","","90118","100128","2004946"
"125","161","Both","","","","Bullion","","Pounding Mill","ST","VA","","","24637","","","90000","100082","2004947"
"125","175","Both","","","","Monte Vista","","Bluefield","Ln","VA","","","24605","","","90138","100060","2004948"
"125","186","Both","","","","Hodge","","N Tazewell","ST","VA","","","24630","","","90070","100117","2004949"
"125","195","Both","","","","CORE","","RAVEN","RD","VA","","","24639","","","90118","100128","2004950"
"125","195","Both","","","","Gemmel","","N Tazewell","HL","VA","","","24630","","","90041","100116","2004951"
"125","200","Both","","","","Oakland","","Bluefield","LN","VA","","","24605","","","90126","100036","2004952"
"125","200","Both","","","","SANDY","","RICHLANDS","ALY","VA","","","24641","","","90027","100135","2004953"
"125","204","Both","","","","Topeka","","Cedar Bluff","DR","VA","","","24609","","","90120","100122","2004954"
"125","208","Both","","","","Lansing","","Bluefield","Dr","VA","","","24605","","","90138","100060","2004955"
"125","215","Both","","","","Garden","","Tazewell","LN","VA","","","24651","","","90080","100086","2004956"
"125","220","Both","","","","Carriage","","Bluefield","Ln","VA","","","24605","","","90138","100060","2004957"
"125","250","Both","","","","Overlook","","Pounding Mill","DR","VA","","","24637","","","90013","100111","2004958"
"125","261","Odd","","","","County Farm","","Tazewell","RD","VA","","","24651","","","90041","100116","2004959"
"125","262","Both","","","","MAC","","BLUEFIELD","ST","VA","","","24605","","","90077","100070","2004960"
"125","267","Both","","","","Glen Haven","","Cedar Bluff","Rd","VA","","","24609","","","90108","100011","2004961"
"125","413","Both","","","","Deer Trail","","N Tazewell","Cir","VA","","","24630","","","90041","100055","2004962"
"125","457","Both","","","","Gary","","Richlands","Dr","VA","","","24641","","","90027","100135","2004963"
"125","459","Both","","","","Applewood","","Tazewell","Ln","VA","","","24651","","","90041","100055","2004964"
"125","488","Both","","","","LOCUST","","Dublin","AVE","VA","","","24084","","","90004","100057","2004965"
"125","627","Both","","","","BANNER","","FALLS MILLS","CIR","VA","","","24613","","","90117","100160","2004966"
"1250","1250","Even","","","","Godfrey","","Norfolk","Ave","VA","","","23504","","","90035","100164","2004967"
"12500","12607","Both","","","","COTTON PATCH","","POUND","RD","VA","","","24279","","","90078","100042","2004968"
"12508","12508","Even","","","","MOUNTAIN","","ROSEDALE","RD","VA","","","24280","","","90038","100054","2004969"
"12509","13040","Both","","","","MOUNTAIN","","LEBANON","RD","VA","","","24266","","","90038","100054","2004970"
"1251","1251","Odd","","","","Pierce","","Arlington","ST","VA","N","","22209","","","90053","100019","2004971"
"1255","1599","Both","","","","BUCHANAN","","ARLINGTON","ST","VA","N","","22205","","","90082","100052","2004972"
"126","127","Both","","","","Harmony","","Bandy","Ln","VA","","","24602","","","90048","100084","2004973"
"126","138","Both","","","","Haley","","Bluefield","Ave","VA","","","24605","","","90062","100099","2004974"
"126","139","Both","","","","Sandhurst","","Tazewell","Dr","VA","","","24651","","","90041","100055","2004975"
"126","156","Both","","","","Starcross","","Jewell Ridge","Rd","VA","","","24622","","","90133","100024","2004976"
"126","188","Both","","","","Link","","Pounding Mill","St","VA","","","24637","","","90120","100122","2004977"
"126","190","Both","","","","Sunshine","","Pounding Mill","Ln","VA","","","24637","","","90013","100111","2004978"
"126","206","Both","","","","OAK LEAF","","RAVEN","ST","VA","","","24639","","","90118","100128","2004979"
"126","220","Both","","","","Garland","","Tazewell","Ln","VA","","","24651","","","90016","100045","2004980"
"126","234","Both","","","","WHITE OAK","","RAVEN","ST","VA","","","24639","","","90118","100128","2004981"
"126","248","Both","","","","SAMANTHA","","BLUEFIELD","ST","VA","","","24605","","","90062","100099","2004982"
"126","250","Both","","","","Ranger","","N Tazewell","ST","VA","","","24630","","","90138","100060","2004983"
"126","260","Even","","","","County Farm","","Tazewell","RD","VA","","","24651","","","90041","100055","2004984"
"126","276","Both","","","","SAINT CLAIR","","POCAHONTAS","ST","VA","E","","24635","","","90084","100119","2004985"
"126","280","Both","","","","Lee","","Bluefield","St","VA","","","24605","","","90062","100099","2004986"
"126","364","Both","","","","SAWMILL HOLLOW","","CEDAR BLUFF","RD","VA","","","24609","","","90120","100122","2004987"
"126","368","Both","","","","Lagrange","","N Tazewell","St","VA","","","24630","","","90138","100060","2004988"
"126","390","Both","","","","Hollybrook","","Cedar Bluff","ST","VA","","","24609","","","90000","100082","2004989"
"126","426","Both","","","","Mccoy Branch","","Cedar Bluff","RD","VA","","","24609","","","90120","100122","2004990"
"126","438","Both","","","","Ebenezer","","Bluefield","AVE","VA","","","24605","","","90138","100060","2004991"
"126","654","Both","","","","Concord Church","","Tazewell","RD","VA","","","24651","","","90016","100045","2004992"
"126","980","Both","","","","Whitehall","","Bluefield","Rd","VA","","","24605","","","90138","100060","2004993"
"1260","1260","Even","","","","Godfrey","","Norfolk","Ave","VA","","","23504","","","90035","100164","2004994"
"12600","12631","Both","","","","Wallace","","Pound","DR","VA","","","24279","","","90078","100042","2004995"
"12601","12649","Both","","","","Apostolic","","Pound","DR","VA","","","24279","","","90078","100042","2004996"
"12698","12809","Both","","","","Lick Creek","","Pound","RD","VA","","","24279","","","90078","100042","2004997"
"127","1109","Both","","","","Harbor","","Pounding Mill","ST","VA","","","24637","","","90120","100122","2004998"
"127","135","Both","","","","STATE","","PULASKI","ALY","VA","","","24301","","","90018","100072","2004999"
"127","151","Both","","","","AND","","Pounding Mill","ST","VA","","","24637","","","90120","100122","2005000"
"127","165","Both","","","","Brookside","","N Tazewell","Dr","VA","","","24630","","","90126","100036","2005001"
